Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Acidovorax,Acidovorax avenae ( 80867 ),Acidovorax ( 12916 ),0,0,0,-0.31,-0.25,0.07,1.04,0.00,-0.36,0.00,0.07
Bacteria,Pseudomonas brassicacearum ( 930166 ),Pseudomonas ( 286 ),0,0,0,-0.31,-0.29,0.07,0.30,0.00,-0.39,0.00,0.22
Bacteria,Methylobacterium populi ( 223967 ),Methylobacterium ( 407 ),0,0,0,-0.28,-0.32,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Sulfuritalea hydrogenivorans ( 748811 ),Sulfuritalea ( 1054211 ),0,0,0,-0.31,-0.31,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Stenotrophomonas maltophilia ( 40324 ),Stenotrophomonas ( 40323 ),0,0,0,-0.31,-0.32,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Cupriavidus taiwanensis ( 164546 ),Cupriavidus ( 106589 ),0,0,0,-0.30,-0.33,0.07,0.15,0.00,-0.32,0.00,0.07
Mammalia,Macaca mulatta ( 9544 ),Macaca ( 9539 ),0,0,0,-0.24,-0.22,0.15,0.22,0.00,0.00,0.00,0.00
Bacteria,Ralstonia solanacearum ( 305 ),Ralstonia ( 48736 ),0,0,0,-0.31,-0.35,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Polaromonas sp. JS666 ( 296591 ),Polaromonas ( 52972 ),0,0,0,-0.31,-0.34,0.07,0.15,0.00,0.00,0.00,0.00
Bacteria,Pseudomonas pseudoalcaligenes ( 330 ),Pseudomonas ( 286 ),0,0,0,-0.18,-0.29,0.15,0.30,0.00,-0.39,0.00,0.22
Bacteria,Actinoplanes sp. N902-109 ( 649831 ),Actinoplanes ( 1865 ),0,0,0,-0.35,-0.31,0.07,0.07,0.00,-0.40,0.00,0.07
Bacteria,Cupriavidus necator ( 106590 ),Cupriavidus ( 106589 ),0,0,0,-0.34,-0.33,0.07,0.15,0.00,-0.32,0.00,0.07
Mammalia,Pantholops hodgsonii ( 59538 ),Pantholops ( 59537 ),0,0,0,-0.33,-0.33,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Lactococcus lactis ( 1358 ),Lactococcus ( 1357 ),0,0,0,-0.24,-0.26,0.07,0.07,-0.29,-0.19,0.07,0.07
Bacteria,Polaromonas naphthalenivorans ( 216465 ),Polaromonas ( 52972 ),0,0,0,-0.34,-0.34,0.07,0.15,0.00,0.00,0.00,0.00
Bacteria,Leptothrix cholodnii ( 34029 ),Leptothrix ( 88 ),0,0,0,-0.25,-0.25,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Magnetospirillum magneticum ( 84159 ),Magnetospirillum ( 13134 ),0,0,0,-0.36,-0.37,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Kytococcus sedentarius ( 1276 ),Kytococcus ( 57499 ),0,0,0,-0.28,-0.28,0.07,0.07,-0.16,-0.16,0.15,0.15
Bacteria,Tistrella mobilis ( 171437 ),Tistrella ( 171436 ),0,0,0,-0.37,-0.37,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Curvibacter putative symbiont of Hydra magnipapillata ( 667019 ),Curvibacter ( 281915 ),0,0,0,-0.37,-0.37,0.07,0.07,0.00,-0.38,0.00,0.07
Eukaryotes,Parastrongyloides trichosuri ( 131310 ),Parastrongyloides ( 131309 ),0,0,0,-0.37,-0.37,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Amycolatopsis mediterranei ( 33910 ),Amycolatopsis ( 1813 ),0,0,0,-0.41,-0.33,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Brachybacterium faecium ( 43669 ),Brachybacterium ( 43668 ),0,0,0,-0.37,-0.38,0.07,0.07,0.00,-0.20,0.00,0.07
Bacteria,Azospirillum lipoferum ( 193 ),Azospirillum ( 191 ),0,0,0,-0.38,-0.37,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Paracoccus denitrificans ( 266 ),Paracoccus ( 265 ),0,0,0,-0.35,-0.42,0.07,0.07,0.00,-0.38,0.00,0.30
Bacteria,Ramlibacter tataouinensis ( 94132 ),Ramlibacter ( 174951 ),0,0,0,-0.28,-0.28,0.15,0.15,0.00,0.00,0.00,0.00
Deuterostomes,Gallus gallus ( 9031 ),Gallus ( 9030 ),0,0,0,-0.41,-0.41,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Corynebacterium urealyticum ( 43771 ),Corynebacterium ( 1716 ),0,0,0,-0.28,-0.23,0.15,0.89,-0.14,-0.15,0.15,0.74
Bacteria,Erythrobacter litoralis ( 39960 ),Erythrobacter ( 1041 ),0,0,0,-0.43,-0.44,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Propionibacterium propionicum ( 1750 ),Propionibacterium ( 1743 ),0,0,0,-0.47,-0.27,0.07,1.64,-0.22,-0.30,0.07,0.07
Bacteria,Alicycliphilus denitrificans ( 179636 ),Alicycliphilus ( 201096 ),0,0,0,-0.33,-0.33,0.07,0.07,-0.30,-0.34,0.07,0.07
Bacteria,Streptomyces fulvissimus ( 68202 ),Streptomyces ( 1883 ),0,0,0,-0.40,-0.53,0.07,0.22,0.00,-0.41,0.00,0.15
Bacteria,Streptomyces griseus ( 1911 ),Streptomyces ( 1883 ),0,0,0,-0.43,-0.53,0.07,0.22,0.00,-0.41,0.00,0.15
Bacteria,Rubrivivax gelatinosus ( 28068 ),Rubrivivax ( 28067 ),0,0,0,-0.25,-0.25,0.30,0.30,0.00,0.00,0.00,0.00
Bacteria,Methylibium petroleiphilum ( 105560 ),Methylibium ( 316612 ),0,0,0,-0.25,-0.25,0.30,0.30,0.00,-0.29,0.00,0.07
Bacteria,Corynebacterium imitans ( 156978 ),Corynebacterium ( 1716 ),0,0,0,-0.34,-0.23,0.22,0.89,-0.19,-0.15,0.22,0.74
Acidovorax,Acidovorax ebreus ( 721785 ),Acidovorax ( 12916 ),0,0,0,-0.28,-0.25,0.37,1.04,0.00,-0.36,0.00,0.07
Acidovorax,Acidovorax sp. JS42 ( 232721 ),Acidovorax ( 12916 ),0,0,0,-0.19,-0.25,0.60,1.04,0.00,-0.36,0.00,0.07
Bacteria,Corynebacterium singulare ( 161899 ),Corynebacterium ( 1716 ),0,0,0,-0.36,-0.23,0.30,0.89,-0.16,-0.15,0.15,0.74
Mammalia,Macaca fascicularis ( 9541 ),Macaca ( 9539 ),0,0,0,2.10,-0.22,0.07,0.22,0.00,0.00,0.00,0.00
Bacteria,Variovorax paradoxus ( 34073 ),Variovorax ( 34072 ),0,0,0,-0.33,-0.33,0.22,0.22,-0.36,-0.35,0.07,0.07
Bacteria,Pseudoxanthomonas suwonensis ( 314722 ),Pseudoxanthomonas ( 83618 ),0,0,0,-0.35,-0.34,0.30,0.30,-0.35,-0.35,0.07,0.07
Bacteria,Xanthomonas campestris ( 339 ),Xanthomonas ( 338 ),0,0,0,-0.19,-0.26,0.67,0.67,-0.22,-0.34,0.30,0.30
Propionbacterium acnes,Propionibacterium acnes ( 1747 ),Propionibacterium ( 1743 ),0,0,0,-0.26,-0.27,1.56,1.64,0.00,-0.30,0.00,0.07
Bacteria,Streptomyces natalensis ( 68242 ),Streptomyces ( 1883 ),0,1,0,15.34,-0.53,0.07,0.22,0.00,-0.41,0.00,0.15
Bacteria,Moraxella sp. TAE123 ( 191545 ),Moraxella ( 475 ),-2,7,0,100.00,-0.29,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Pseudomonas indoloxydans ( 404407 ),Pseudomonas ( 286 ),-2,7,0,100.00,-0.29,0.07,0.30,0.00,-0.39,0.00,0.22
