	mBAL-202-DNA-B3	mBAL-202-DNA-TA1-B10	mBAL-203-DNA-B1	mBAL-203-DNA-TA1-B8	mBAL-204-DNA-B1	mBAL-204-DNA-TA1-B8	mBAL-205-DNA-B3	mBAL-205-DNA-TA1-B8	mBAL-208-DNA-B3	mBAL-208-DNA-TA1-B10	mBAL-209-DNA-B2	mBAL-209-DNA-TA1-B8	mBAL-211-DNA-B1	mBAL-211-DNA-TA1-B10	mBAL-212-DNA-B1	mBAL-212-DNA-TA1-ZYM-6717-B7	mBAL-213-DNA-B1	mBAL-213-DNA-TA1-B8	mBAL-214-DNA-B3	mBAL-214-DNA-TA1-ZYM-6717-B7	mBAL-215-DNA-B1	mBAL-215-DNA-TA1-B10	mBAL-216-DNA-B1	mBAL-216-DNA-TA1-B10	mBAL-217-DNA-B1	mBAL-217-DNA-TA1-B8	mBAL-218-DNA-B4	mBAL-218-DNA-TA1-B10	mBAL-220-DNA-B1	mBAL-220-DNA-TA1-B8	mBAL-221-DNA-B1	mBAL-221-DNA-TA1-B8	mBAL-225-DNA-B0	mBAL-225-DNA-TA1-ZYM-6717-B7	mBAL-226-DNA-B1	mBAL-226-DNA-TA1-B10	mBAL-227-DNA-B2	mBAL-227-DNA-TA1-B10	mBAL-228-DNA-B1	mBAL-228-DNA-TA1-B8	mBAL-229-DNA-B1	mBAL-229-DNA-TA1-B8	mBAL-232-DNA-B1	mBAL-232-DNA-TA1-ZYM-6717-B7	mBAL-234-DNA-B1	mBAL-234-DNA-TA1-B10	mBAL-235-DNA-B3	mBAL-235-DNA-TA1-B10	mBAL-236-DNA-B3	mBAL-236-DNA-TA1-QIA-6517-B7	mBAL-237-DNA-B3	mBAL-237-DNA-TA1-B8	mBAL-238-DNA-B3	mBAL-238-DNA-TA1-B10	mBAL-245-DNA-B3	mBAL-245-DNA-TA1-B8	mBAL-246-DNA-B3	mBAL-246-DNA-TA1-B8	mBAL-251-DNA-B1	mBAL-251-DNA-TA2-QIA-6517-B7	mBAL-252-DNA-B3	mBAL-252-DNA-TA1-ZYM-6717-B7	mBAL-254-DNA-B3	mBAL-254-DNA-TA1-QIA-6517-B7	mBAL-255-DNA-B1	mBAL-255-DNA-TA1-QIA-6517-B7	mBAL-256-DNA-B1	mBAL-256-DNA-TA2-QIA-6517-B7	mBAL-257-DNA-B0	mBAL-257-DNA-TA1-ZYM-6717-B7	mBAL-258-DNA-B2	mBAL-258-DNA-TA1-B10	mBAL-261-DNA-B3	mBAL-261-DNA-TA2-QIA-6517-B7	mBAL-263-DNA-B2	mBAL-263-DNA-TA1-B8	mBAL-268-DNA-B3	mBAL-268-DNA-TA2-QIA-6517-B7	mBAL-272-DNA-B3	mBAL-272-DNA-TA2-QIA-6517-B7	mBAL-273-DNA-B3	mBAL-273-DNA-TA1-ZYM-6717-B7	mBAL-274-DNA-B3	mBAL-274-DNA-TA1-ZYM-6717-B7	mBAL-278-DNA-B1	mBAL-278-DNA-TA2-QIA-6517-B7	mBAL-288-DNA-B3	mBAL-288-DNA-TA1-QIA-6117-B7	mBAL-289-DNA-B2	mBAL-289-DNA-TA1-B8	mBAL-290-DNA-B3	mBAL-290-DNA-TA1-B8	mBAL-295-DNA-B2	mBAL-295-DNA-TA1-QIA-6117-B7	mBAL-297-DNA-B4	mBAL-297-DNA-TA1-B8	mBAL-298-DNA-B3	mBAL-298-DNA-TA1-B8	mBAL-301-DNA-B2	mBAL-301-DNA-TA1-B10	mBAL-319-DNA-MB1-ZYM-6117-B7	mBAL-319-DNA-TA1-ZYM-6717-B7	mBAL-325-DNA-B6	mBAL-325-DNA-TA1-B8	mBAL-331-DNA-B6	mBAL-331-DNA-TA1-B10
Acidiphilium multivorum ( 62140 )	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidithiobacillus caldus ( 33059 )	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidithiobacillus ferrooxidans ( 920 )	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidobacterium capsulatum ( 33075 )	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acinetobacter baumannii ( 470 )	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	1.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	389.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95	0.0	0.11	0.0	0.0	0.0	9.79	0.0	0.22	0.0	0.0	0.0	0.04	0.0
Acinetobacter calcoaceticus ( 471 )	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	1.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.14	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.04	0.0
Acinetobacter guillouiae ( 106649 )	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.5	0.0	0.07	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acinetobacter oleivorans ( 1148157 )	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.33	1.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.16	0.04	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0
Acinetobacter pittii ( 48296 )	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0
Acinetobacter schindleri ( 108981 )	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acinetobacter sp. ( 472 )	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acinetobacter sp. ADP1 ( 62977 )	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acinetobacter sp. M131 ( 1280052 )	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
